word	defn	main_meaning	other meaning
定量	 定量	 định lượng	 định lượng/quy định số lượng/khẩu phần/số lượng quy định
生物学	 生物學	 sinh vật học	 sinh vật học
格言	 格言	 cách ngôn	 cách ngôn/châm ngôn/ngạn ngữ/tục ngữ
兄长	 兄長	 huynh trưởng	 huynh trưởng/anh cả/ông anh/anh
挥动	 揮動	 huy động	 huy động/vẫy/vung
壮士	 壯士	 tráng sĩ	 tráng sĩ
表露	 表露	 biểu lộ	 biểu lộ/tỏ ra/bày tỏ/lộ ra
尊贵	 尊貴	 tôn quý	 tôn quý/cao quý
静谧	 靜謐	 tĩnh mịch	 yên tĩnh/tĩnh lặng/tĩnh mịch/yên lặng/yên ả
检察	 檢察	 kiểm sát	 kiểm sát
天理	 天理	 thiên lý	 thiên lý/lẽ trời/đạo trời/công lý/lẽ tự nhiên
倾倒	 傾倒	 khuynh đảo	 khuynh đảo/nghiêng đổ/bái phục/ái mộ/trút hết/đổ hết
斗士	 鬥士	 đấu sĩ	 đấu sĩ/võ sĩ/chiến binh
音色	 音色	 âm sắc	 âm sắc
中立	 中立	 trung lập	 trung lập
德行	 德行	 đức hạnh	 đức hạnh
招募	 招募	 chiêu mộ	 chiêu mộ/tuyển mộ/tuyển
变相	 變相	 biến tướng	 biến thành/biến tướng/biến hình/trá hình
追杀	 追殺	 truy sát	 đuổi giết/truy sát
内阁	 內閣	 nội các	 nội các
分级	 分級	 phân cấp	 phân cấp
步兵	 步兵	 bộ binh	 bộ binh/lính đánh bộ
助教	 助教	 trợ giáo	 trợ giáo/trợ giảng
气力	 氣力	 khí lực	 khí lực/sức lực/hơi sức/công sức
怪兽	 怪獸	 quái thú	 quái thú
酒量	 酒量	 tửu lượng	 tửu lượng
正气	 正氣	 chính khí	 chính khí/quang minh chính đại/kiên cường chính trực/khí tiết chính trực/khả năng kháng bệnh
成品	 成品	 thành phẩm	 thành phẩm
将士	 將士	 tướng sĩ	 tướng sĩ/cán bộ và chiến sĩ
家产	 家產	 gia sản	 gia sản/gia tài/tài sản
保全	 保全	 bảo toàn	 bảo toàn/giữ tròn/bảo hành
僵尸	 殭屍	 cương thi	 cương thi/quỷ nhập tràng/xác chết cứng/đồ hủ bại
吐血	 吐血	 thổ huyết	 hộc máu/thổ huyết/khạc ra máu/ói máu
政变	 政變	 chính biến	 chính biến/đảo chính
骨肉	 骨肉	 cốt nhục	 cốt nhục/máu mủ/ruột thịt/anh em
监察	 監察	 giám sát	 giám sát/quản lý
国歌	 國歌	 quốc ca	 quốc ca
见习	 見習	 kiến tập	 kiến tập/thực tập
切身	 切身	 thiết thân	 thiết thân/bản thân
妇科	 婦科	 phụ khoa	 phụ khoa
梧桐	 梧桐	 ngô đồng	 ngô đồng/cây ngô đồng
首府	 首府	 thủ phủ	 thủ phủ/tỉnh lị/thủ đô
宝剑	 寶劍	 bảo kiếm	 bảo kiếm/kiếm báu
造化	 造化	 tạo hóa	 tạo hóa/tạo hoá/tự nhiên/trẻ tạo/người tạo ra giới tự nhiên/sáng tạo/vận may/có phúc/may mắn/số đỏ
参谋长	 參謀長	 tham mưu trưởng	 tham mưu trưởng
世道	 世道	 thế đạo	 thế đạo/thói đời
犯法	 犯法	 phạm pháp	 phạm pháp/trái phép/trái luật/vi phạm
老六	 老六	 lão lục	 lão lục
烧毁	 燒毀	 thiêu hủy	 thiêu hủy/thiêu huỷ/đốt cháy
仰慕	 仰慕	 ngưỡng mộ	 ngưỡng mộ/vẫn có lòng kính mộ
革新	 革新	 cách tân	 cách tân/đổi mới/cải cách
凝结	 凝結	 ngưng kết	 ngưng kết/ngưng tụ/đông lại
侵占	 侵占	 xâm chiếm	 xâm chiếm/xâm lược/chiếm đoạt/chiếm/xâm phạm
注目	 注目	 chú mục	 chú mục/nhìn chăm chú/nhìn chăm chăm/chăm chú nhìn
王者	 王者	 vương giả	 vương giả
无礼	 無禮	 vô lễ	 vô lễ/xấc
考究	 考究	 khảo cứu	 khảo cứu/nghiên cứu/cầu kỳ/đẹp/tinh tế/mỹ thuật/tìm tòi nghiên cứu
风尘	 風塵	 phong trần	 phong trần/long đong vất vả/gió bụi/chiến tranh loạn lạc
转交	 轉交	 chuyển giao	 chuyển giao/chuyển
伯母	 伯母	 bá mẫu	 bá mẫu/bác gái
青铜	 青銅	 thanh đồng	 Thanh Đồng/đồng thau/đồng đen
侵入	 侵入	 xâm nhập	 xâm nhập/xâm phạm
护法	 護法	 hộ pháp	 hộ pháp/bảo vệ Phật pháp/giữ gìn Phật Pháp/Hộ Pháp/người bảo vệ Phật pháp/bảo vệ quốc pháp
灵性	 靈性	 linh tính	 linh tính/thông minh tài trí/trí tuệ/trí thông minh/động vật đã thuần hoá
恩怨	 恩怨	 ân oán	 ân oán
养生	 養生	 dưỡng sinh	 dưỡng sinh
接管	 接管	 tiếp quản	 tiếp quản
款待	 款待	 khoản đãi	 khoản đãi/chiêu đãi nồng hậu/chiêu đãi
流落	 流落	 lưu lạc	 lưu lạc/lưu/thất lạc/phiêu bạt/trôi giạt
世界观	 世界觀	 thế giới quan	 thế giới quan
支部	 支部	 chi bộ	 chi bộ
自大	 自大	 tự đại	 tự đại/kiêu căng/kiêu ngạo/ngạo mạng
电压	 電壓	 điện áp	 điện áp/hiệu điện thế
会意	 會意	 hội ý	 hiểu ý/hội ý/hiểu ngầm/lĩnh hội
游船	 遊船	 du thuyền	 du thuyền/tàu du lịch
寄宿	 寄宿	 kí túc/ký túc	 ký túc/ở nhờ/ở đậu/ở trọ/nội trú
介词	 介詞	 giới từ	 giới từ
糕点	 糕點	 cao điểm	 điểm tâm/cao điểm/bánh bột lọc/bánh ngọt/bánh điểm tâm
上尉	 上尉	 thượng úy	 thượng úy/thượng uý
救国	 救國	 cứu quốc	 cứu quốc/cứu nước
器具	 器具	 khí cụ	 khí cụ/dụng cụ
修补	 修補	 tu bổ	 tu bổ/vá/tự chữa
人参	 人參	 nhân sâm	 nhân sâm/sâm
奇观	 奇觀	 kì quan/kỳ quan	 kỳ quan/hiện tượng lạ
北极	 北極	 bắc cực	 bắc cực/Bắc cực/cực Bắc
辱骂	 辱罵	 nhục mạ	 nhục mạ/xỉ vả/mắng nhiếc/chửi bới
红星	 紅星	 hồng tinh	 hồng tinh/sao đỏ/ngôi sao
未成年	 未成年	 vị thành niên	 vị thành niên/chưa trưởng thành/chưa đến tuổi trưởng thành
言辞	 言辭	 ngôn từ	 lời nói/ngôn từ/nói năng/câu chữ/lời lẽ
冲锋	 沖鋒	 xung phong	 xung phong/công kích/xung kích/tấn công/đột kích/hành hung
告示	 告示	 cáo thị	 bố cáo/cáo thị/biểu ngữ
大小姐	 大小姐	 đại tiểu thư	 Đại tiểu thư/tiểu thư/đại tiểu thư/con gái lớn
大刀	 大刀	 đại đao	 đại đao
气概	 氣概	 khí khái	 khí khái/khí phách
集训	 集訓	 tập huấn	 tập huấn
故人	 故人	 cố nhân	 cố nhân/bạn cũ/bạn xưa
选集	 選集	 tuyển tập	 tuyển tập
太守	 太守	 thái thú	 Thái Thú/thái thú
得力	 得力	 đắc lực	 đắc lực/được lợi/được ích lợi/hiệu nghiệm/được giúp đỡ/nhận sự giúp đỡ/có tài/có năng lực/kiên cường/mạnh mẽ
星辰	 星辰	 tinh thần	 tinh thần/ngôi sao/sao
境遇	 境遇	 cảnh ngộ	 cảnh ngộ/hoàn cảnh/tình cảnh
失学	 失學	 thất học	 thất học/không được đi học/nghỉ học/bỏ học
恩爱	 恩愛	 ân ái	 ân ái/đằm thắm
免税	 免稅	 miễn thuế	 miễn thuế
追击	 追擊	 truy kích	 truy kích
说教	 說教	 thuyết giáo	 thuyết giáo/giảng giải lí lẽ tôn giáo/giảng đạo/lí thuyết suông
向阳	 向陽	 hướng dương	 hướng dương/hướng mặt trời
毒害	 毒害	 độc hại	 độc hại/đầu độc/chất độc hại/thứ độc hại
口令	 口令	 khẩu lệnh	 khẩu lệnh/mật khẩu/mật lệnh/mật ngữ
敢情	 敢情	 cảm tình	 cảm tình/thì ra/hoá ra/té ra/tất nhiên/đương nhiên/dĩ nhiên
神灵	 神靈	 thần linh	 thần linh
名将	 名將	 danh tướng	 danh tướng
屏风	 屏風	 bình phong	 bình phong
谋求	 謀求	 mưu cầu	 mưu cầu/tìm kiếm
岳飞	 岳飛	 nhạc phi	 Nhạc Phi
系数	 系數	 hệ số	 hệ số
马力	 馬力	 mã lực	 mã lực/sức ngựa
虚空	 虛空	 hư không	 hư không/hư ảo
自首	 自首	 tự thú	 tự thú/thú tội/đầu thú/nộp mình
自卫	 自衛	 tự vệ	 tự vệ
祠堂	 祠堂	 từ đường	 từ đường/nhà thờ họ/nhà thờ tổ/đền thờ
游击	 遊擊	 du kích	 du kích/chiến sĩ du kích
仲裁	 仲裁	 trọng tài	 trọng tài
法医	 法醫	 pháp y	 pháp y
下级	 下級	 hạ cấp	 hạ cấp/cấp dưới/cấp thấp
法令	 法令	 pháp lệnh	 pháp lệnh/đạo luật/luật lệ
隶属	 隸屬	 lệ thuộc	 lệ thuộc/phụ thuộc/chịu sự quản lý
有形	 有形	 hữu hình	 hữu hình/có hình dạng
妓院	 妓院	 kĩ viện/kỹ viện	 kỹ viện/nhà chứa/nhà thổ
幽暗	 幽暗	 u ám	 u ám/âm u/tối tăm/u tối
高深	 高深	 cao thâm	 cao thâm/uyên thâm/cao xa/sâu xa/thâm thuý/nông sâu
香料	 香料	 hương liệu	 hương liệu/chất thơm
清高	 清高	 thanh cao	 thanh cao/trong sạch cao thượng
九龙	 九龍	 cửu long	 Cửu Long/tỉnh Cửu Long
变色	 變色	 biến sắc	 biến sắc/đổi màu/phai màu/bay màu/đổi sắc mặt
内科	 內科	 nội khoa	 nội khoa
开战	 開戰	 khai chiến	 khai chiến/tuyên chiến
皇室	 皇室	 hoàng thất	 hoàng thất/hoàng gia/triều đình
师母	 師母	 sư mẫu	 sư mẫu/cô
瘟疫	 瘟疫	 ôn dịch	 ôn dịch/bệnh dịch
布衣	 布衣	 bố y	 bố y/áo vải/đồ vải/quần áo vải/bình dân/hàn vi/dân thường
天台	 天台	 thiên thai	 thiên thai
心性	 心性	 tâm tính	 tâm tính/tính tình/tính cách
心地	 心地	 tâm địa	 tâm địa/tấm lòng/lòng dạ/tâm tình/nỗi lòng
商讨	 商討	 thương thảo	 thương thảo/trao đổi/đàm phán/bàn bạc
安分	 安分	 an phận	 an phận/yên phận
边疆	 邊疆	 biên cương	 biên cương/bờ cõi/biên thuỳ
后事	 後事	 hậu sự	 hậu sự/việc về sau/hồi sau/sự việc về sau/câu chuyện về sau/việc tang/việc ma chay/việc hậu sự
别离	 別離	 biệt ly	 biệt ly/xa cách/ly biệt/chia cách/từ biệt/rời
触犯	 觸犯	 xúc phạm	 xúc phạm/mạo phạm/đụng chạm/va chạm/làm tổn thương/xâm phạm/đụng đến/vi phạm/sỉ nhục
永别	 永別	 vĩnh biệt	 vĩnh biệt
脱身	 脫身	 thoát thân	 thoát thân/thoát ra/thoát khỏi/tránh khỏi
险恶	 險惡	 hiểm ác	 hiểm ác/hiểm ác đáng sợ
仙人	 仙人	 tiên nhân	 tiên nhân
产妇	 產婦	 sản phụ	 sản phụ
大帝	 大帝	 đại đế	 đại đế/thiên đế/ông trời
罪人	 罪人	 tội nhân	 tội nhân/người có tội/tội phạm
血脉	 血脈	 huyết mạch	 huyết mạch/mạch máu/sự tuần hoàn của máu/huyết thống
贵人	 貴人	 quý nhân	 quý nhân/người sang
声乐	 聲樂	 thanh nhạc	 thanh nhạc
凶恶	 凶惡	 hung ác	 hung ác
长剑	 長劍	 trường kiếm	 trường kiếm
大漠	 大漠	 đại mạc	 đại mạc/sa mạc lớn
窘迫	 窘迫	 quẫn bách	 quẫn bách/ngượng ngùng/khó khăn/khốn cùng/vô cùng khó khăn
荒废	 荒廢	 hoang phế	 hoang phế/hoang hoá/bỏ hoang/xao lãng/xao nhãng/bỏ bê/lãng phí/bỏ phí/phí
粗俗	 粗俗	 thô tục	 thô tục/thô bỉ/lỗ mãng/thô lỗ
大婶	 大嬸	 đại thẩm	 đại thẩm
无量	 無量	 vô lượng	 vô lượng/vô cùng tận/vô số/rộng lớn mênh mông/thênh thang
废品	 廢品	 phế phẩm	 phế phẩm/sản phẩm không hợp quy cách
行军	 行軍	 hành quân	 hành quân
领教	 領教	 lĩnh giáo	 lĩnh giáo/thỉnh giáo/xin chỉ bảo
好客	 好客	 hiếu khách	 hiếu khách/háo khách/mến khách/nhiệt tình đãi khách
遗物	 遺物	 di vật	 di vật
浮雕	 浮雕	 phù điêu	 phù điêu/điêu khắc nổi/chạm nổi
定理	 定理	 định lí/định lý	 định lý
情爱	 情愛	 tình ái	 tình yêu/tình ái
钟情	 鍾情	 chung tình	 chung tình
享乐	 享樂	 hưởng lạc	 hưởng lạc
荒野	 荒野	 hoang dã	 hoang dã/đồng hoang/đồng không mông quạnh
同盟	 同盟	 đồng minh	 đồng minh/khối đồng minh/tổ chức đồng minh
变质	 變質	 biến chất	 biến chất/hư hỏng
志向	 志向	 chí hướng	 chí hướng
荒芜	 荒蕪	 hoang vu	 hoang vu/hoang vắng
禽兽	 禽獸	 cầm thú	 cầm thú/chim muông
变故	 變故	 biến cố	 biến cố/tai nạn/rủi ro/tai biến
刑罚	 刑罰	 hình phạt	 hình phạt/cách thức trừng trị kẻ có tội
大将军	 大將軍	 đại tướng quân	 Đại tướng quân/đại tướng quân
目击	 目擊	 mục kích	 mục kích/nhìn thấy tận mắt/chính mắt trông thấy/chứng kiến
机缘	 機緣	 cơ duyên	 cơ duyên/cơ hội và duyên phận
主儿	 主兒	 chủ nhân	 chủ nhân/người chủ/loại người/hạng người/con người/nhà chồng
教主	 教主	 giáo chủ	 giáo chủ/tổng giám mục
绝妙	 絕妙	 tuyệt diệu	 tuyệt diệu/tuyệt hay/tuyệt vời/tài tình
丞相	 丞相	 thừa tướng	 Thừa tướng/thừa tướng/thủ tướng/chức quan giúp vua
公文	 公文	 công văn	 công văn
连累	 連累	 liên lụy	 liên lụy/liên luỵ/liên quan/dính líu/dính dáng
野人	 野人	 dã nhân	 dã nhân
避难	 避難	 tị nạn	 tị nạn/lánh nạn/tránh nạn
军团	 軍團	 quân đoàn	 quân đoàn
奴役	 奴役	 nô dịch	 nô dịch
朝代	 朝代	 triều đại	 triều đại/triều vua
情势	 情勢	 tình thế	 tình thế/tình hình
体形	 體形	 thể hình	 hình thể/thể hình/tầm vóc/khổ người
中尉	 中尉	 trung úy	 trung úy
否决	 否決	 phủ quyết	 phủ quyết/bác bỏ/bãi bỏ/gạt bỏ
天体	 天體	 thiên thể	 thiên thể
狐疑	 狐疑	 hồ nghi	 hồ nghi/hoài nghi/ngờ vực/nghi ngờ/nghi
风月	 風月	 phong nguyệt	 phong nguyệt/gió trăng/trăng gió/cảnh sắc/phong cảnh/tình yêu nam nữ/tình yêu/tình
据点	 據點	 cứ điểm	 cứ điểm/vị trí đổ bộ/đồn bót
慈爱	 慈愛	 từ ái	 từ ái/yêu thương/yêu quý/yêu mến/ưa thích
隐居	 隱居	 ẩn cư	 ẩn cư/ở ẩn
南洋	 南洋	 nam dương	 Nam Dương/quần đảo Nam Dương
好手	 好手	 hảo thủ	 hảo thủ/người giỏi/người lành nghề/người có năng lực/người lão luyện/người có nghề/tay giỏi
归结	 歸結	 quy kết	 quy kết/kết luận/quy/tóm lại/tổng quát/kết cục/kết thúc
海鸥	 海鷗	 hải âu	 hải âu/chim hải âu
窈窕	 窈窕	 yểu điệu	 yểu điệu/duyên dáng/sâu thẳm tĩnh mịch
内脏	 內臟	 nội tạng	 nội tạng
犯规	 犯規	 phạm quy	 phạm quy/phạm quy định/phạm nội quy/phạm luật
战事	 戰事	 chiến sự	 chiến sự/chiến tranh
恬静	 恬靜	 điềm tĩnh	 điềm tĩnh/yên tĩnh
法理	 法理	 pháp lí/pháp lý	 pháp lý/phép tắc/đạo lý Phật giáo
笔迹	 筆跡	 bút tích	 bút tích/nét chữ
消亡	 消亡	 tiêu vong	 tiêu vong/tiêu tan/biến mất
咽喉	 咽喉	 yết hầu	 cổ họng/yết hầu/vị trí hiểm yếu/vị trí yết hầu
佛祖	 佛祖	 phật tổ	 Phật tổ
长生	 長生	 trường sinh	 trường sinh/sống lâu
妒忌	 妒忌	 đố kị/đố kỵ	 đố kỵ/ghen ghét
十字军	 十字軍	 thập tự quân	 thập tự chinh/thập tự quân/đội quân chữ thập
未婚夫	 未婚夫	 vị hôn phu	 vị hôn phu/chồng chưa cưới
定向	 定向	 định hướng	 định hướng/xác định phương hướng/phương hướng nhất định/phương hướng
拘束	 拘束	 câu thúc	 câu thúc/hạn chế/hà khắc/khắc nghiệt/gò bó/ép buộc/thúc ép/cưỡng ép/nhút nhát/mất tự nhiên/không tự nhiên
反攻	 反攻	 phản công	 phản công
神学	 神學	 thần học	 thần học
神童	 神童	 thần đồng	 thần đồng
谚语	 諺語	 ngạn ngữ	 ngạn ngữ
界线	 界線	 giới tuyến	 giới tuyến/ranh giới/liên ngành/giáp ranh
连绵	 連綿	 liên miên	 liên miên/liên tục/không ngớt/liền nhau
张飞	 張飛	 trương phi	 Trương Phi
停滞	 停滯	 đình trệ	 đình trệ/ứ đọng/đọng lại/ngưng trệ
表象	 表象	 biểu tượng	 biểu tượng/quan niệm/ý kiến/hình tượng/ý niệm/ý tưởng/ý nghĩ/tư tưởng
酋长	 酋長	 tù trưởng	 tù trưởng/thủ lĩnh bộ lạc
姻缘	 姻緣	 nhân duyên	 nhân duyên/duyên số/duyên phận
书院	 書院	 thư viện	 thư viện
处世	 處世	 xử thế	 xử thế/ăn ở/đối xử
交锋	 交鋒	 giao phong	 giao phong/giao chiến/đánh nhau/bắn nhau/nổ súng/thi đấu
战绩	 戰績	 chiến tích	 chiến tích/thành tích chiến đấu
专员	 專員	 chuyên viên	 chuyên viên/người chuyên trách/người đứng đầu phụ trách một chuyên khu
念经	 念經	 niệm kinh	 niệm kinh/tụng Kinh/đọc kinh
入伍	 入伍	 nhập ngũ	 nhập ngũ/vào bộ đội
诗文	 詩文	 thi văn	 thi văn/thơ văn/thư ca và văn chương
新药	 新藥	 tân dược	 tân dược
父女	 父女	 phụ nữ	 phụ nữ
行礼	 行禮	 hành lễ	 hành lễ/thi lễ/chào/đưa lễ vật/tặng quà
恩人	 恩人	 ân nhân	 ân nhân/người ơn/người ân
薄荷	 薄荷	 bạc hà	 bạc hà
困苦	 困苦	 khốn khổ	 khốn khổ/gian khổ/nghèo khổ/cực khổ/gian nan khổ cực/gian nan khốn khổ
决斗	 決鬥	 quyết đấu	 quyết đấu/đấu súng/đấu gươm/đọ súng/đọ kiếm/quyết chiến
被害	 被害	 bị hại	 bị hại
科举	 科舉	 khoa cử	 khoa cử/thi cử
退化	 退化	 thoái hóa	 thoái hóa/thoái hoá/biến chất/xấu đi
强求	 強求	 cưỡng cầu	 cưỡng cầu/gò ép/khuôn mẫu/yêu cầu quá đáng
红线	 紅線	 hồng tuyến	 tơ hồng/hồng tuyến
